Player,"Tm","Year","WS","VORP"
Josh Davis,"TOT",2005,0,0
Ricky Davis,"TOT",2005,5,1.6
Carlos Delfino,"DET",2005,1,-0.2
Tony Delk,"TOT",2005,0.9,0.1
Luol Deng,"CHI",2005,6.5,1.9
Boris Diaw,"PHO",2005,8.9,3.7
Dan Dickau,"BOS",2005,0.4,-0.1
Travis Diener,"ORL",2005,0.6,0.1
Ike Diogu,"GSW",2005,2.6,-0.3
DeSagana Diop,"DAL",2005,4.1,2.1
Juan Dixon,"POR",2005,1.2,-0.5
Michael Doleac,"MIA",2005,0.6,-0.2
Keyon Dooling,"ORL",2005,1.1,-0.4
Chris Duhon,"CHI",2005,5.2,1.6
Tim Duncan,"SAS",2005,10.8,4.6
Mike Dunleavy,"GSW",2005,4.2,1.1
Ronald Dupree,"MIN",2005,0.3,-0.1
John Edwards,"ATL",2005,0.2,-0.3
Howard Eisley,"TOT",2005,0.3,-0.3
Monta Ellis,"GSW",2005,0.5,-0.2
Francisco Elson,"DEN",2005,2.9,0.6
Melvin Ely,"CHA",2005,2,0.2
Maurice Evans,"DET",2005,3.2,0.8
Reggie Evans,"TOT",2005,2.1,-0.5
Daniel Ewing,"LAC",2005,0.3,-0.4
Noel Felix,"SEA",2005,-0.3,-0.2
Raymond Felton,"CHA",2005,2.6,1.2
Michael Finley,"SAS",2005,5,0.8
Derek Fisher,"GSW",2005,5.8,1.6
Gerald Fitch,"MIA",2005,0.1,-0.1
Marcus Fizer,"NOK",2005,0,-0.1
Sharrod Ford,"PHO",2005,0,0
T.J. Ford,"MIL",2005,2.5,0.8
Danny Fortson,"SEA",2005,0.2,-0.4
Jeff Foster,"IND",2005,5.7,1.6
Adonal Foyle,"GSW",2005,2.8,0.6
Richie Frahm,"TOT",2005,0.5,-0.1
Steve Francis,"TOT",2005,3.6,1.2
Channing Frye,"NYK",2005,3.5,0.2
Dan Gadzuric,"MIL",2005,2.5,0.2
Deng Gai,"PHI",2005,0,0
Reece Gaines,"MIL",2005,0,-0.1
Francisco Garcia,"SAC",2005,1.6,0.2
Kevin Garnett,"MIN",2005,14.9,7.4
Pat Garrity,"ORL",2005,1.2,0
Pau Gasol,"MEM",2005,12,5.6
Devean George,"LAL",2005,2.6,0.5
Eddie Gill,"IND",2005,0.1,0
Manu Ginobili,"SAS",2005,8.8,3.7
Gordan Giricek,"UTA",2005,-0.2,-1
Anthony Goldwire,"LAC",2005,-0.1,-0.1
Ryan Gomes,"BOS",2005,3.1,0.1
Drew Gooden,"CLE",2005,6.6,0.7
Ben Gordon,"CHI",2005,4.4,1.4
Joey Graham,"TOR",2005,1.3,-0.6
Stephen Graham,"TOT",2005,0,-0.2
Danny Granger,"IND",2005,5.1,1.9
Brian Grant,"PHO",2005,0.2,-0.2
Devin Green,"LAL",2005,-0.1,-0.2
Gerald Green,"BOS",2005,0.5,-0.2
Willie Green,"PHI",2005,-0.1,-0.3
Orien Greene,"BOS",2005,-0.3,-0.4
Adrian Griffin,"DAL",2005,2.9,1.4
Eddie Griffin,"MIN",2005,1.5,0
Anthony Grundy,"ATL",2005,0.2,0
Richard Hamilton,"DET",2005,7.6,1.5
Zendon Hamilton,"TOT",2005,0.1,-0.1
Anfernee Hardaway,"NYK",2005,-0.2,-0.1
Matt Harpring,"UTA",2005,4.7,0.7
Al Harrington,"ATL",2005,3.8,0.6
Othella Harrington,"CHI",2005,1.1,-0.5
Devin Harris,"DAL",2005,3.7,0.8
David Harrison,"IND",2005,1.5,-0.6
Jason Hart,"SAC",2005,0.1,-0.7
Udonis Haslem,"MIA",2005,7,1.3
Trenton Hassell,"MIN",2005,2.3,-0.2
Chuck Hayes,"HOU",2005,2.4,0.5
Jarvis Hayes,"WAS",2005,0.7,-0.1
Brendan Haywood,"WAS",2005,3.9,0.6
Luther Head,"HOU",2005,3.5,1.3
Alan Henderson,"CLE",2005,1.3,-0.1
Nene Hilario,"DEN",2005,-0.1,0
Grant Hill,"ORL",2005,1.7,0.3
Kirk Hinrich,"CHI",2005,7.6,2.9
Julius Hodge,"DEN",2005,-0.2,0
Randy Holcomb,"CHI",2005,0,0
Robert Horry,"SAS",2005,3.6,1.5
Eddie House,"PHO",2005,1.6,-0.1
Dwight Howard,"ORL",2005,8.6,2.5
Josh Howard,"DAL",2005,6.7,2
Juwan Howard,"HOU",2005,3.7,-0.2
Troy Hudson,"MIN",2005,0.7,-0.5
Larry Hughes,"CLE",2005,1.8,0.6
Kris Humphries,"UTA",2005,0.2,-0.4
Lindsey Hunter,"DET",2005,0.5,0
Steven Hunter,"PHI",2005,2.5,-0.3
Andre Iguodala,"PHI",2005,7.5,3.2
Zydrunas Ilgauskas,"CLE",2005,8.7,2.2
Didier Ilunga-Mbenga,"DAL",2005,0.5,0
Allen Iverson,"PHI",2005,10.6,4.3
Royal Ivey,"ATL",2005,0.7,-0.8
Jarrett Jack,"POR",2005,1.2,-0.7
Bobby Jackson,"MEM",2005,3.5,0.9
Jermaine Jackson,"MIL",2005,0.2,-0.1
Jim Jackson,"TOT",2005,-0.8,-0.6
Luke Jackson,"CLE",2005,0,-0.2
Marc Jackson,"TOT",2005,1.2,-0.6
Stephen Jackson,"IND",2005,4.4,1.6
Jerome James,"NYK",2005,-0.5,-0.5
LeBron James,"CLE",2005,16.3,9.5
Mike James,"TOR",2005,7.6,2.9
Antawn Jamison,"WAS",2005,8.2,1.6
Marko Jaric,"MIN",2005,2.3,0.9
Sarunas Jasikevicius,"IND",2005,3.3,0.6
Al Jefferson,"BOS",2005,2.3,-0.3
Richard Jefferson,"NJN",2005,11.7,3.9
Jared Jeffries,"WAS",2005,3.1,1.4
Amir Johnson,"DET",2005,0.2,0
Anthony Johnson,"IND",2005,4.5,0.9
DerMarr Johnson,"DEN",2005,1.3,0.2
Ervin Johnson,"MIL",2005,0,-0.1
Joe Johnson,"ATL",2005,6,2.2
Linton Johnson,"TOT",2005,0.4,-0.2
Dahntay Jones,"MEM",2005,0.6,-0.7
Damon Jones,"CLE",2005,3.4,0.5
Dwayne Jones,"BOS",2005,0.1,-0.1
Eddie Jones,"MEM",2005,7.2,3.1
Fred Jones,"IND",2005,2.6,0.4
James Jones,"PHO",2005,4,0.7
Jumaine Jones,"CHA",2005,3,0.4
Chris Kaman,"LAC",2005,6.1,1
Jason Kapono,"MIA",2005,1.2,-0.2
Mario Kasun,"ORL",2005,0.3,-0.3
Viktor Khryapa,"POR",2005,1.3,0.4
Jason Kidd,"NJN",2005,10.1,5.6
Andrei Kirilenko,"UTA",2005,7.9,5.5
Linas Kleiza,"DEN",2005,1.2,-0.3
Brevin Knight,"CHA",2005,4.9,1.3
Yaroslav Korolev,"LAC",2005,0,-0.1
Kyle Korver,"PHI",2005,4.6,1.1
Nenad Krstic,"NJN",2005,5.4,0.1
Toni Kukoc,"MIL",2005,1.1,0.2
Raef LaFrentz,"BOS",2005,4.3,1.2
Maciej Lampe,"TOT",2005,-0.2,-0.1
David Lee,"NYK",2005,2.7,0.7
Voshon Lenard,"TOT",2005,-0.1,-0.2
Rashard Lewis,"SEA",2005,8.3,3.3
Randy Livingston,"CHI",2005,0,0
Shaun Livingston,"LAC",2005,1.3,0
John Lucas III,"HOU",2005,-0.1,-0.1
Tyronn Lue,"ATL",2005,2.7,-0.3
Arvydas Macijauskas,"NOK",2005,0,-0.1
Mark Madsen,"MIN",2005,0.6,-0.2
Corey Maggette,"LAC",2005,3,0.4
Jamaal Magloire,"MIL",2005,2,-1.4
Stephon Marbury,"NYK",2005,3.9,0.9
Shawn Marion,"PHO",2005,14.6,5.9
Sean Marks,"SAS",2005,0.6,0
Donyell Marshall,"CLE",2005,4.2,0.7
Rawle Marshall,"DAL",2005,0.2,-0.1
Darrick Martin,"TOR",2005,0.4,-0.2
Kenyon Martin,"DEN",2005,3.8,0.7
Kevin Martin,"SAC",2005,5.5,1
Desmond Mason,"NOK",2005,-0.2,-1.8
Jason Maxiell,"DET",2005,-0.2,-0.3
Sean May,"CHA",2005,0.4,-0.1
Rashad McCants,"MIN",2005,1.6,-0.3
Walter McCarty,"LAC",2005,0,-0.2
Antonio McDyess,"DET",2005,4.6,0.9
Tracy McGrady,"HOU",2005,4.1,3
Jeff McInnis,"NJN",2005,0.3,-0.4
Aaron McKie,"LAL",2005,0.1,-0.1
Keith McLeod,"UTA",2005,0.6,-1
Stanislav Medvedenko,"LAL",2005,0,0
Chris Mihm,"LAL",2005,4,0.2
Aaron Miles,"GSW",2005,0,-0.2
C.J. Miles,"UTA",2005,0.3,0
Darius Miles,"POR",2005,-1,-0.7
Darko Milicic,"TOT",2005,1.2,0.4
Andre Miller,"DEN",2005,6.2,1.8
Brad Miller,"SAC",2005,9.1,3.5
Mike Miller,"MEM",2005,7.4,2.6
Yao Ming,"HOU",2005,8.6,2.2
Cuttino Mobley,"LAC",2005,5.3,1.8
Nazr Mohammed,"SAS",2005,4.5,0.4
Sergei Monia,"TOT",2005,-0.2,-0.3
Mikki Moore,"SEA",2005,0.1,-0.4
Terence Morris,"ORL",2005,-0.1,-0.3
Alonzo Mourning,"MIA",2005,4.8,0.9
Troy Murphy,"GSW",2005,6.5,0.8
Lamond Murray,"NJN",2005,0.9,-0.4
Ronald Murray,"TOT",2005,0.7,-0.9
Dikembe Mutombo,"HOU",2005,3.1,-0.1
Boniface NDong,"LAC",2005,0.2,-0.1
Bostjan Nachbar,"TOT",2005,0.1,-0.3
Lee Nailon,"PHI",2005,0.5,-0.1
Eduardo Najera,"DEN",2005,2.7,0.6
Steve Nash,"PHO",2005,12.4,4
Jameer Nelson,"ORL",2005,4.9,1.9
Rasho Nesterovic,"SAS",2005,3.7,0.7
Ira Newble,"CLE",2005,0.1,-0.2
Andres Nocioni,"CHI",2005,6.7,1.7
Moochie Norris,"TOT",2005,0.3,-0.2
Dirk Nowitzki,"DAL",2005,17.7,6
Jermaine ONeal,"IND",2005,4.9,1.8
Shaquille ONeal,"MIA",2005,6.2,2.1
Fabricio Oberto,"SAS",2005,1.1,0.2
Lamar Odom,"LAL",2005,9.2,4.4
Emeka Okafor,"CHA",2005,1,0
Mehmet Okur,"UTA",2005,9.3,3
Kevin Ollie,"PHI",2005,1.1,-0.6
Michael Olowokandi,"TOT",2005,0.3,-0.7
Greg Ostertag,"UTA",2005,1.3,0.5
Bo Outlaw,"ORL",2005,0.7,0.2
Travis Outlaw,"POR",2005,0.9,-0.4
Andre Owens,"UTA",2005,-0.2,-0.3
Zaza Pachulia,"ATL",2005,3.9,0.7
Scott Padgett,"NJN",2005,1.8,0.4
Milt Palacio,"UTA",2005,0.2,-1.1
Jannero Pargo,"CHI",2005,-0.1,-0.4
Smush Parker,"LAL",2005,5.8,2.1
Tony Parker,"SAS",2005,9.6,3.1
Ruben Patterson,"TOT",2005,2.1,0.4
Chris Paul,"NOK",2005,10.4,5.7
Sasha Pavlovic,"CLE",2005,0.5,-0.4
Gary Payton,"MIA",2005,4.1,1
Kendrick Perkins,"BOS",2005,2.3,0.7
Morris Peterson,"TOR",2005,5.9,2.4
Johan Petro,"SEA",2005,1,-0.7
Eric Piatkowski,"CHI",2005,0.1,-0.1
Paul Pierce,"BOS",2005,11.5,4.9
Mickael Pietrus,"GSW",2005,0.6,-0.4
Zoran Planinic,"NJN",2005,0.1,-0.5
Pavel Podkolzin,"DAL",2005,-0.1,-0.1
Scot Pollard,"IND",2005,2.1,0.5
James Posey,"MIA",2005,4.2,1.6
Vitaly Potapenko,"TOT",2005,0.1,-0.3
Josh Powell,"DAL",2005,0.7,-0.2
Ronnie Price,"SAC",2005,0.1,-0.1
Tayshaun Prince,"DET",2005,7,1.8
Laron Profit,"LAL",2005,0.3,-0.2
Joel Przybilla,"POR",2005,2.3,1
Vladimir Radmanovic,"TOT",2005,3.8,1.3
Shavlik Randolph,"PHI",2005,1.1,0
Zach Randolph,"POR",2005,1.3,-0.6
Theo Ratliff,"POR",2005,2,0.5
Zeljko Rebraca,"LAC",2005,0.7,-0.1
Michael Redd,"MIL",2005,10.8,3.5
Justin Reed,"TOT",2005,0.4,-0.9
Jason Richardson,"GSW",2005,7.3,3.5
Quentin Richardson,"NYK",2005,0.7,0.2
Luke Ridnour,"SEA",2005,4.4,1
Anthony Roberson,"MEM",2005,0.2,-0.1
Lawrence Roberts,"MEM",2005,0.5,0
Bernard Robinson,"CHA",2005,1.7,0.2
Clifford Robinson,"NJN",2005,2.8,0.1
Nate Robinson,"NYK",2005,1.5,0.2
Jalen Rose,"TOT",2005,2.5,-0.3
Malik Rose,"NYK",2005,0.5,-0.2
Quinton Ross,"LAC",2005,1.6,0
Michael Ruffin,"WAS",2005,1.7,0.4
Kareem Rush,"CHA",2005,-0.2,-0.6
Bryon Russell,"DEN",2005,0,0
John Salmons,"PHI",2005,1.7,-0.5
Jamal Sampson,"SAC",2005,0.2,0.1
Melvin Sanders,"SAS",2005,0.2,-0.1
Brian Scalabrine,"BOS",2005,0.3,-0.4
Alex Scales,"SAS",2005,0,0
Luke Schenscher,"CHI",2005,0.3,0
Ha Seung-Jin,"POR",2005,0,-0.3
Wayne Simien,"MIA",2005,0.8,-0.3
Bobby Simmons,"MIL",2005,5.3,2.1
James Singleton,"LAC",2005,2.3,0.4
Brian Skinner,"TOT",2005,1.1,0
Charles Smith3,"TOT",2005,0.3,0
Donta Smith,"ATL",2005,0.3,0
J.R. Smith,"NOK",2005,1.2,0
Joe Smith,"MIL",2005,2.3,0
Josh Smith,"ATL",2005,3.6,1.9
Eric Snow,"CLE",2005,2.1,-0.3
Kirk Snyder,"NOK",2005,2.2,0.5
Darius Songaila,"CHI",2005,2.5,0.3
Pape Sow,"TOR",2005,0.6,-0.3
Jerry Stackhouse,"DAL",2005,2.4,0.1
DeShawn Stevenson,"ORL",2005,2.4,-0.4
Peja Stojakovic,"TOT",2005,8,2.1
Awvee Storey,"WAS",2005,0.1,-0.1
Damon Stoudamire,"MEM",2005,1.7,0.3
Salim Stoudamire,"ATL",2005,1.2,-0.8
Amare Stoudemire,"PHO",2005,0.1,-0.1
Mike Sweetney,"CHI",2005,2.1,0
Robert Swift,"SEA",2005,1.1,-0.6
Stromile Swift,"HOU",2005,2.5,-0.5
Wally Szczerbiak,"TOT",2005,8,2
Chris Taft,"GSW",2005,0.5,0
Donell Taylor,"WAS",2005,0.2,-0.1
Maurice Taylor,"NYK",2005,-0.5,-1
Sebastian Telfair,"POR",2005,0.6,-0.4
Jason Terry,"DAL",2005,9.6,3.5
Billy Thomas,"WAS",2005,0.2,0.1
Etan Thomas,"WAS",2005,2.5,-0.1
James Thomas,"TOT",2005,0.2,-0.2
John Thomas,"TOT",2005,0,-0.2
Kenny Thomas,"SAC",2005,5.5,1.6
Kurt Thomas,"PHO",2005,3.3,0.3
Tim Thomas,"TOT",2005,0.9,-0.2
Dijon Thompson,"PHO",2005,0.1,0
Jamaal Tinsley,"IND",2005,0.7,0.2
Jake Tsakalidis,"MEM",2005,2.8,0.2
Nikoloz Tskitishvili,"TOT",2005,0,-0.2
Ronny Turiaf,"LAL",2005,0.4,0
Hedo Turkoglu,"ORL",2005,7.6,2.8
Ime Udoka,"NYK",2005,0,-0.1
Beno Udrih,"SAS",2005,1.3,0
Nick Van Exel,"SAS",2005,1.4,-0.2
Keith Van Horn,"DAL",2005,2.3,0.1
Anderson Varejao,"CLE",2005,2.3,0.3
Jacque Vaughn,"NJN",2005,1.5,-0.8
Charlie Villanueva,"TOR",2005,3.9,0.6
Jake Voskuhl,"CHA",2005,1,-0.1
Jackson Vroman,"NOK",2005,0.1,-0.2
Sasha Vujacic,"LAL",2005,2,-0.1
Dwyane Wade,"MIA",2005,14.4,7
Von Wafer,"LAL",2005,-0.3,-0.2
Antoine Walker,"MIA",2005,3.6,1.1
Samaki Walker,"IND",2005,0,-0.1
Ben Wallace,"DET",2005,10.1,5.7
Gerald Wallace,"CHA",2005,6.4,3.7
Rasheed Wallace,"DET",2005,8.9,3.9
Matt Walsh,"MIA",2005,0,0
Luke Walton,"LAL",2005,2,0.2
Hakim Warrick,"MEM",2005,0.8,-0.6
Earl Watson,"TOT",2005,2.7,0.8
Chris Webber,"PHI",2005,4.4,1.2
Martell Webster,"POR",2005,0.9,-0.3
Bonzi Wells,"SAC",2005,3.4,1.6
Jiri Welsch,"MIL",2005,0.8,-0.3
David Wesley,"HOU",2005,3.6,0.8
David West,"NOK",2005,7.4,1.9
Delonte West,"BOS",2005,5.7,2.4
Robert Whaley,"UTA",2005,0,-0.1
Chris Wilcox,"TOT",2005,4.4,0.4
Damien Wilkins,"SEA",2005,1.7,0.2
Mike Wilks,"TOT",2005,-0.3,-0.4
Aaron Williams,"TOT",2005,1.6,0
Alvin Williams,"TOR",2005,-0.1,-0.1
Deron Williams,"UTA",2005,2.8,-0.2
Eric Williams,"TOR",2005,0.1,-0.3
Jason Williams,"MIA",2005,4.8,1.2
Lou Williams,"PHI",2005,-0.1,-0.2
Marvin Williams,"ATL",2005,2.8,-0.8
Mo Williams,"MIL",2005,2.5,0.6
Corliss Williamson,"SAC",2005,0.2,-0.5
Loren Woods,"TOR",2005,0.4,-0.1
Qyntel Woods,"NYK",2005,1.3,0.3
Metta World Peace,"TOT",2005,3.7,2
Antoine Wright,"NJN",2005,-0.5,-0.7
Bracey Wright,"MIN",2005,0.2,-0.1
Dorell Wright,"MIA",2005,0.2,-0.1
Lorenzen Wright,"MEM",2005,3.7,0.3
Derrick Zimmerman,"NJN",2005,0,-0.1
Shareef Abdur-Rahim,"SAC",2006,2.8,-0.1
Hassan Adams,"NJN",2006,1,-0.2
Maurice Ager,"DAL",2006,-0.3,-0.4
LaMarcus Aldridge,"POR",2006,3.4,0.4
Malik Allen,"CHI",2006,1,-0.5
Ray Allen,"SEA",2006,6.3,3
Tony Allen,"BOS",2006,1.9,0.6
Rafer Alston,"HOU",2006,6.6,2.5
Lou Amundson,"TOT",2006,0.1,0
Alan Anderson,"CHA",2006,0.1,-0.1
Derek Anderson,"CHA",2006,2.9,0.9
Carmelo Anthony,"DEN",2006,7.3,2.5
Rafael Araujo,"UTA",2006,0.1,-0.2
Gilbert Arenas,"WAS",2006,10.8,5.2
Trevor Ariza,"ORL",2006,3.4,1.1
Darrell Armstrong,"IND",2006,3.2,1
Hilton Armstrong,"NOK",2006,1.2,-0.1
Carlos Arroyo,"ORL",2006,2.5,0
Chucky Atkins,"MEM",2006,4.9,0.7
James Augustine,"ORL",2006,0,0
Kelenna Azubuike,"GSW",2006,1.2,-0.1
Renaldo Balkman,"NYK",2006,2.8,0.9
Marcus Banks,"PHO",2006,0.4,-0.3
Leandro Barbosa,"PHO",2006,8.2,3.2
J.J. Barea,"DAL",2006,0.1,-0.2
Andrea Bargnani,"TOR",2006,1.9,0.1
Matt Barnes,"GSW",2006,3.7,1.3
Andre Barrett,"CHI",2006,0,0
Earl Barron,"MIA",2006,-0.3,-0.4
Brent Barry,"SAS",2006,6.8,2.4
Brandon Bass,"NOK",2006,0,-0.3
Maceo Baston,"IND",2006,1.1,0.1
Esteban Batista,"ATL",2006,0.2,0
Tony Battie,"ORL",2006,2.7,-0.1
Shane Battier,"HOU",2006,9,4
Charlie Bell,"MIL",2006,4,1
Raja Bell,"PHO",2006,5.8,2.8
Mike Bibby,"SAC",2006,4.4,1.4
Andris Biedrins,"GSW",2006,6.7,2.1
Chauncey Billups,"DET",2006,11.4,4.1
Steve Blake,"TOT",2006,2.1,-0.6
Will Blalock,"DET",2006,-0.1,-0.2
Andray Blatche,"WAS",2006,0.5,-0.1
Mark Blount,"MIN",2006,2.8,-0.8
Keith Bogans,"ORL",2006,1.7,0.2
Andrew Bogut,"MIL",2006,4,1.4
Matt Bonner,"SAS",2006,2.2,0.4
Josh Boone,"NJN",2006,1.7,-0.4
Calvin Booth,"WAS",2006,0.6,0.1
Carlos Boozer,"UTA",2006,9.9,4.3
Chris Bosh,"TOR",2006,9.6,3.1
Bruce Bowen,"SAS",2006,4.1,1.5
Earl Boykins,"TOT",2006,4.5,0.4
Cedric Bozeman,"ATL",2006,-0.3,-0.3
Elton Brand,"LAC",2006,11.5,5.5
Ronnie Brewer,"UTA",2006,1.7,0.3
Primoz Brezec,"CHA",2006,0.7,-0.6
Andre Brown,"SEA",2006,0,-0.4
Dee Brown,"UTA",2006,0.2,-0.2
Devin Brown,"NOK",2006,3.5,1.2
Kwame Brown,"LAL",2006,1.9,0.8
P.J. Brown,"CHI",2006,2.3,-0.4
Shannon Brown,"CLE",2006,0.1,-0.2
Kobe Bryant,"LAL",2006,13,5.3
Greg Buckner,"DAL",2006,2.2,0.5
Pat Burke,"PHO",2006,0.1,-0.2
Caron Butler,"WAS",2006,5.3,2.5
Jackie Butler,"SAS",2006,0.1,-0.1
Rasual Butler,"NOK",2006,2.6,0.2
Andrew Bynum,"LAL",2006,4.2,0.7
Jose Calderon,"TOR",2006,5.4,0.9
Marcus Camby,"DEN",2006,7.6,4.4
Brian Cardinal,"MEM",2006,0.9,0.4
Rodney Carney,"PHI",2006,1.3,-0.4
Matt Carroll,"CHA",2006,4.6,0.8
Anthony Carter,"DEN",2006,-0.1,-0.1
Vince Carter,"NJN",2006,10.5,4.8
Sam Cassell,"LAC",2006,2.8,0.4
Kelvin Cato,"NYK",2006,0.1,-0.2
Tyson Chandler,"NOK",2006,7.9,2.9
Josh Childress,"ATL",2006,5.5,2
Doug Christie,"LAC",2006,-0.1,-0.1
Speedy Claxton,"ATL",2006,-0.7,-0.8
Jarron Collins,"UTA",2006,1.3,-0.1
Jason Collins,"NJN",2006,0.6,-0.7
Mardy Collins,"NYK",2006,0,-0.3
Nick Collison,"SEA",2006,4.6,0.7
Will Conroy,"TOT",2006,-0.1,-0.1
Brian Cook,"LAL",2006,1.8,0
Jamal Crawford,"NYK",2006,3.1,0.7
Austin Croshere,"DAL",2006,1.3,-0.1
Eddy Curry,"NYK",2006,4.7,-0.6
Samuel Dalembert,"PHI",2006,6.2,1.6
Erick Dampier,"DAL",2006,6.4,1.9
Antonio Daniels,"WAS",2006,4.3,-0.2
Marquis Daniels,"IND",2006,0.6,-0.4
Baron Davis,"GSW",2006,6.4,3.1
Dale Davis,"DET",2006,1.3,0.3
Paul Davis,"LAC",2006,0.2,-0.1
Ricky Davis,"MIN",2006,5.7,2.2
Carlos Delfino,"DET",2006,2.9,0.6
Luol Deng,"CHI",2006,11.3,3.6
Boris Diaw,"PHO",2006,4.6,1.7
Yakhouba Diawara,"DEN",2006,0.5,-0.3
Dan Dickau,"POR",2006,0.4,-0.1
Travis Diener,"ORL",2006,0.7,0
Ike Diogu,"TOT",2006,1.5,-0.5
DeSagana Diop,"DAL",2006,3.8,1.7
Juan Dixon,"TOT",2006,1.7,0
Michael Doleac,"MIA",2006,1.2,-0.3
Keyon Dooling,"ORL",2006,2.1,-0.2
Quincy Douby,"SAC",2006,0,-0.3
Chris Duhon,"CHI",2006,4.8,1
Tim Duncan,"SAS",2006,13,6.3
Mike Dunleavy,"TOT",2006,5.1,1.4
Ronald Dupree,"DET",2006,0,-0.1
Monta Ellis,"GSW",2006,4,0.7
Francisco Elson,"SAS",2006,3.1,0.6
Melvin Ely,"TOT",2006,-0.3,-0.4
Maurice Evans,"LAL",2006,2.6,-0.4
Reggie Evans,"DEN",2006,2.3,0.1
Daniel Ewing,"LAC",2006,0.5,-0.4
Jordan Farmar,"LAL",2006,0.9,-0.3
Desmon Farmer,"SEA",2006,0,0
Raymond Felton,"CHA",2006,2.3,1
Michael Finley,"SAS",2006,4.7,0.7
Derek Fisher,"UTA",2006,3.9,0.2
T.J. Ford,"TOR",2006,4.3,1.5
Danny Fortson,"SEA",2006,0,-0.3
Jeff Foster,"IND",2006,4.5,1.3
Randy Foye,"MIN",2006,2.3,0.2
Adonal Foyle,"GSW",2006,1,0.3
Steve Francis,"NYK",2006,2.9,0.8
Matt Freije,"ATL",2006,-0.1,-0.2
Channing Frye,"NYK",2006,0.9,-1.3
Dan Gadzuric,"MIL",2006,0.8,-0.4
Jorge Garbajosa,"TOR",2006,3,1.4
Francisco Garcia,"SAC",2006,2.4,0.5
Kevin Garnett,"MIN",2006,10.7,5.2
Pat Garrity,"ORL",2006,0.2,-0.1
Pau Gasol,"MEM",2006,6.9,3.3
Rudy Gay,"MEM",2006,0.5,-0.3
Mickael Gelabale,"SEA",2006,1.3,-0.1
Devean George,"DAL",2006,2.1,0.4
Daniel Gibson,"CLE",2006,2,0.2
Manu Ginobili,"SAS",2006,10.6,4.8
Gordan Giricek,"UTA",2006,1.9,0
Andreas Glyniadakis,"SEA",2006,-0.2,-0.2
Ryan Gomes,"BOS",2006,4.2,0.5
Drew Gooden,"CLE",2006,6.5,1.1
Ben Gordon,"CHI",2006,8.6,2.4
Joey Graham,"TOR",2006,3,-0.2
Stephen Graham,"POR",2006,-0.1,-0.2
Danny Granger,"IND",2006,6.5,2
Gerald Green,"BOS",2006,1.6,-0.5
Willie Green,"PHI",2006,-0.7,-1.6
Orien Greene,"IND",2006,-0.2,-0.1
Lynn Greer,"MIL",2006,0.7,-0.2
Adrian Griffin,"CHI",2006,1.3,0.3
Eddie Griffin,"MIN",2006,-0.2,-0.2
Mike Hall,"WAS",2006,0,0
Richard Hamilton,"DET",2006,8.1,2.2
Matt Harpring,"UTA",2006,4.7,0.6
Al Harrington,"TOT",2006,4.3,0.7
Junior Harrington,"MEM",2006,-0.2,-0.3
Othella Harrington,"CHA",2006,0,-0.3
Devin Harris,"DAL",2006,6.5,2.1
David Harrison,"IND",2006,-0.2,-0.2
Jason Hart,"TOT",2006,1.5,0.3
Udonis Haslem,"MIA",2006,5.1,0.2
Trenton Hassell,"MIN",2006,2.6,0.1
Chuck Hayes,"HOU",2006,6.4,1.6
Jarvis Hayes,"WAS",2006,1.5,-0.6
Brendan Haywood,"WAS",2006,3.4,0.6
Luther Head,"HOU",2006,5.7,2
Alan Henderson,"PHI",2006,1.6,0.3
Walter Herrmann,"CHA",2006,2.4,0.2
Nene Hilario,"DEN",2006,5.3,1.5
Grant Hill,"ORL",2006,5.1,1.1
Kirk Hinrich,"CHI",2006,10.1,3.5
Robert Hite,"MIA",2006,-0.2,-0.2
Julius Hodge,"TOT",2006,0.2,0
Ryan Hollins,"CHA",2006,0.2,-0.2
Robert Horry,"SAS",2006,2.9,1.4
Eddie House,"NJN",2006,1.9,0
Dwight Howard,"ORL",2006,9.7,4.3
Josh Howard,"DAL",2006,8.8,3
Juwan Howard,"HOU",2006,4.9,0.1
Troy Hudson,"MIN",2006,0.1,-0.4
Larry Hughes,"CLE",2006,3.9,1
Kris Humphries,"TOR",2006,1.5,-0.1
Lindsey Hunter,"DET",2006,1.3,0.1
Steven Hunter,"PHI",2006,2.8,0.1
Andre Iguodala,"PHI",2006,7.7,4.1
Zydrunas Ilgauskas,"CLE",2006,6.6,2.1
Mile Ilic,"NJN",2006,-0.2,-0.1
Didier Ilunga-Mbenga,"DAL",2006,0.1,0
Ersan Ilyasova,"MIL",2006,1,-0.4
Allen Iverson,"TOT",2006,6.2,1.9
Royal Ivey,"ATL",2006,0.3,-0.3
Jarrett Jack,"POR",2006,4.8,1.3
Bobby Jackson,"NOK",2006,2.5,0.7
Luke Jackson,"TOT",2006,0.1,0
Marc Jackson,"NOK",2006,0.7,-0.7
Stephen Jackson,"TOT",2006,4.1,0.9
Jerome James,"NYK",2006,-0.2,-0.4
LeBron James,"CLE",2006,13.7,7.6
Mike James,"MIN",2006,2.8,-0.2
Antawn Jamison,"WAS",2006,6.8,1.9
Marko Jaric,"MIN",2006,1.5,0.5
Sarunas Jasikevicius,"TOT",2006,1.1,-0.6
Al Jefferson,"BOS",2006,6.6,1.5
Richard Jefferson,"NJN",2006,3.4,0.1
Jared Jeffries,"NYK",2006,1.2,0.8
Alexander Johnson,"MEM",2006,1.3,-0.1
